Sentence,Sentiment
"$ADBE technical alerts: Expansion Breakout, Gilligan's Island Sell Setup, Volume Surge, and New 52... https://t.co/LxX66tknFH",positive
$IWM same conditions that sent markets to tumble all hitting this week,negative
$AAPL near a 3% drop thats a lot... now the best i can do is HOLD ER lol,negative
Operating profit improved by 27 % to EUR 579.8 mn from EUR 457.2 mn in 2006 .,positive
"On Dec. 1 , Grimaldi acquired 1.5 million shares and a 50.1-percent stake in Finnlines .",neutral
Shire proposes $30 bln all-share tie-up with Baxalta,positive
"Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of France , where it already operates a hook manufacturing and distribution unit .",neutral
Pohjola and cooperative banks have continued to combine their branch office network .,neutral
"Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes .",neutral
"Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share .",neutral
"The liquidity providing was interrupted on May 11 , 2007 when Aspocomp Group Oyj 's shares traded below 0.50 cent ( Aspocomp 's stock exchange release 11.5.2007 ) .",negative
The subscription period of Amer Sports ' 2002 warrant scheme will end on 31 December 2007 .,neutral
This transaction will also rationalize our pulp and paper industry related solutions .,positive
"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila .",neutral
"I am looking forward to contribute to SRV 's success with my competence '' , says Taneli Hassinen .",positive
"In the fourth quarter of 2008 , net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 .",neutral
AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,positive
"Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .",positive
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",negative
"Currently , 95 % of Trainers House 's revenues are attributed to the Finnish market .",neutral
The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,neutral
"The Russian gas giant invested another 46 million litas in the company in late 2004 and now owns 99.5 percent of its stock capital , which amounts to 86.936 million litas .",neutral
"The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France .",neutral
"Through its partnership with Finnish Paulig 's Danish subsidiary Oscar , Puljonki acquired a sales organization in the European market .",neutral
Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia .,positive
Finnish bank Alandsbanken said Monday it will buy the Swedish operations of Iceland 's troubled Kaupthing Bank for 414 million kronor $ 49.5 million in cash .,neutral
Exports grew 16.5 percent to 19.1 million liters .,positive
"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .",positive
"The company , employing 6,400 , reported net sales of 620 mln euro $ 823.2 mln for 2006 .",neutral
TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan,positive
G4S sees profits rise but UK contract problems remain,positive
The office space will rise above the remodeled Cannon Street underground station .,neutral
"According to the original merger plan , Scanfil would get a 79 % stake in the combined business .",neutral
"As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories .",negative
"In 2006 , Kone received an order from Aker Yards to supply 43 customised elevators for the very first Genesis cruise ship which is scheduled to be completed in 2009 .",positive
The service also enables users to watch e-mails in HTML format en is enhanced with 23 addition languages to choose from .,neutral
"Previously , Grimaldi held a 46.43 pct stake in the Finnish company following the takeover bid launched in November 2006 .",neutral
UPDATE 3-Auto Trader shares leap in UK's biggest private equity-backed listing,positive
"So far as is known , he did not sell shares that he owns personally .",neutral
"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o",neutral
"A corresponding increase of 85,432.50 euros in Ahlstrom 's share capital has been entered in the Trade Register today .",neutral
"Following its strategy , Tikkurila has established a fully-owned sales company TOO Tikkurila in Almaty , Kazakhstan , for marketing decorative paints under the Finnish Tikkurila brand and the Russian Teks brand .",neutral
Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release .,neutral
"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen .",neutral
"The inventors are Mukkavilli Krishna Kiran , Sabharwal Ashutosh and Aazhang Behnaam .",neutral
"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",positive
"The Network Test Business is part of Elektrobit 's Test and Automation Business Segment and employs 39 people in Finland and 22 people abroad , mainly in the US and Asia .",neutral
"The fair value of the investment properties totaled EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006 .",positive
Diluted EPS rose to EUR3 .68 from EUR0 .50 .,positive
Long $VVUS shares as a call option w/ an expiration of..  umm.. TODAY.    Hitting HOD here.,positive
"There will be return flights from Stuttgart every morning , as well as evening departures on Thursdays , Fridays and Sundays .",neutral
Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,positive
`` We 've been feeling quite positive about the region as a whole .,positive
"Under the terms of the agreement , Bunge will acquire Raisio 's Keiju , Makuisa and Pyszny Duet brands and manufacturing plants in Finland and Poland .",neutral
CompaniesAB InBev signals it won't go hostile for SABMiller,positive
The ISO certification demonstrates that we are moving forward in our quality commitments to our customers . ',positive
"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added .",neutral
Salcomp Manufacturing Oy will pay EUR 35 million in cash to Salcomp in connection with the implementation of the sale and transfer of the Business .,neutral
"ALEXANDRIA , Va. , Dec. 22 -- United States Patent no. 7,854,608 , issued on Dec. 21 , was assigned to Outotec Oyj ( Espoo , Finland ) .",neutral
"Finnish IT solutions provider Affecto Oyj HEL : AFE1V said today its slipped to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the corresponding period a year earlier .",negative
"The newly-completed Allure of the Seas and its identical sister ship , Oasis of the Seas , which was completed last year are the world 's largest cruise ships .",neutral
After 1 April 2007 Cencorp will not have any own employees in the territory .,neutral
"Based in Helsinki , Finland , Ramirent has branches in 13 Nordic , central and Eastern European countries .",neutral
"s business sectors are building construction , infrastructure construction and technical building services .",neutral
"www.countryelements.co.uk Designed by Patricia Burt , this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes .",neutral
Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,negative
The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,negative
"Significance : Teleste has emphasised that with its large size and growing economy , as well as the rapid development of its TV services distribution industry , Poland is viewed as an attractive market .",positive
"Technopolis plans to develop in stages an area of no less than 100,000 square meters in order to host companies working in computer technologies and telecommunications , the statement said .",neutral
"In Finland , export industry forms a large clientele for the packaging industry .",neutral
"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",positive
You will hear the latest insights and updates on Citycon 's strategy as well as the latest news from all the business units .,neutral
"$XLF http://stks.co/1KJ9 Bounced off target buy area, bought $skf as a hedge. watch 50ma's slope",negative
"BHP Billiton posts big loss, slashes dividend",negative
They will be sunk to a depth of some 360-380 metres and fixed to the bottom mud by vacuum .,neutral
Device volume in the area decreased by 21 % to 2.7 mn units .,neutral
Sponda will record a profit from the sale of 8.5 mln euro ($ 12.4 mln).,positive
"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital .",neutral
$TRX http://stks.co/1KkK Long setup. MACD cross.,positive
"According to Ultrascan , with a software acquired from crackers , it has managed to change the mobile phone in a way that the phone was able to get hold of a one-time password sent by a bank via a text message .",neutral
"In the beginning of the negotiations , the estimated number of reductions was 50 at the maximum .",neutral
The Group 's business is balanced by its broad portfolio of sports and presence in all major markets .,positive
"Elcoteq 's global service offering covers the entire lifecycle of products , from product development to after-market services .",neutral
$PCLN Back to Back intraday reversals look out below. Shorts moving in!,negative
"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners .",neutral
Solidium now holds 5.0 per cent of the shares Solidium Oy has acquired 5.0 per cent of the shares in Tieto Corporation for approximately EUR 58 million .,neutral
Raute is listed on the Nordic exchange in Helsinki .,neutral
$SPY  still wants higher I think.,positive
Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,neutral
Poyry has a good track record of major transportation projects in Latin America .,positive
"The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",neutral
"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",negative
These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .,positive
"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .",neutral
Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn .,positive
Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter .,positive
The repurchases shall decrease the distributable capital and reserves .,negative
Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,neutral
$KIOR My god. Market getting crushed today. Gotta hold if anything g should recover some tomorrow I imagine.,negative
"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",positive
"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .",negative
Metsaliitto said that it will book a minor gain of less than EUR1 .0 m from the transaction .,positive
"Known as Post Bank , the concept would see Fidelity Bank rolling out 75 offices in Ghana Post premises , to provide financial services to the people .",positive
UK's FTSE has worst day so far in 2015 as BG and Prudential fall,negative
Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,negative
LSE-Deutsche BÃƒÂ¶rse dealmakers wrong to ignore Brexit risk,negative
Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards .,neutral
"It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life .",neutral
Glencore slumps 25 pct as debt fears grow,negative
Standard Chartered Not Raising Capital Yet As Dividend Cut,negative
$SONC Amazing run since middle of March - obvious that the quality/tastiness of their burgers is not being factored into this price advance,positive
The air traffic of Finland has been in stoppage since then .,negative
UPDATE 1-Engineering firm Smiths Group confirms CEO appointment,neutral
55 workers in +Ã m+Ã‘l will be affected by the close-down .,negative
Karppinen expects the consolidation trend to continue in the Finnish market .,neutral
Metso estimates the need for personnel reductions to amount to 25 people .,neutral
"$AAPL AAPL: Gundlach Slams iPad mini, Sees Downside to $425. http://stks.co/bDqV",negative
AstraZeneca shares climb 3% as drug maker ups profits forecasts,positive
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,positive
The EPS improved to EUR0 .38 from EUR0 .27 .,positive
Insight hires Aviva's David Hillier for multi-asset team,positive
The center will be built in the Kapuli district of Mantsala beside the Hanko-Mantsala-Porvoo road near the new direct rail link between Lahti and Jarvenpaa .,neutral
"It grew in Finland , Norway , Denmark and the Baltic countries .",neutral
Today I bought more $MU $YHOO $VALE $NBL $TWTR $AXP $ZNGA https://t.co/Vt6T5Zp2is,positive
"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .",neutral
The final outcome of the rights offering is to be reported around 23 October 2009 .,neutral
Vaisala 's board of directors will propose a dividend of 0.85 euro $ 1.24 per share at the company 's annual general meeting .,neutral
"Body The credit falls due February 24 , 2014 .",neutral
"I'm liking the price action in $SWKS, currently @21.80 ; my target: 24.00+ before year end.",positive
"The report also said Nokia 's operations comprising the sites at Bochum , Ulm , Dusseldorf , Munich and Frankfurt posted operating profit after interest of 246 mln eur .",neutral
"As a result , the company has decided it will implement fixed-term temporary lay-offs .",neutral
Copper market may get a 2003-style supply shock from Glencore closures,negative
"According to the company 's updated strategy for the years 2009-2012 , Basware targets a long-term net sales growth in the range of 20 % -40 % with an operating profit margin of 10 % -20 % of net sales .",positive
Scanfil holdings include 100 % of contract electronics manufacturer Scanfil EMS Group .,neutral
"Dubai Nokia has announced the launch of `` Comes with Music '' , its ground-breaking service which introduces a new way for people to enjoy music .",positive
"Finnish metal components supplier Componenta on December 26 , 2006 applied for approval with the Turkish Capital Markets Board to launch a mandatory offer for the remaining shares in iron and aluminium castings producer Doktas Dokumculuk .",neutral
"Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said .",positive
"Biohit and VWR have been in close cooperation for a number of years in the US , where Biohit is one of VWR 's focus suppliers .",positive
Finnlines said that the deal is part of its strategy to focus on its core businesses .,neutral
"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network .",neutral
$SPY Long 1/2 position 137.89,positive
The total value of these two contracts is over EUR 21 million .,neutral
"( ADP News ) - Oct 1 , 2008 - Finnish consulting and engineering company Poyry Oyj ( OMX : POY1V ) said today it was awarded a EUR 5.2 million ( USD 7.4 m ) extension to their existing consultancy engineering contract with Venezuel",positive
No service pricing details were disclosed .,neutral
"$TSLA Recalls 2,700 Model X Vehicles; Shares Volatile https://t.co/tcKqZnMIqX #TSLA #tech #stockmarket https://t.co/FeMhJtAmQj",negative
"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009 .",neutral
$FB still a dog going much lower this week,negative
The expanded plant is scheduled to be operational by the middle of October 2009 .,neutral
"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 .",positive
"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",negative
The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .,neutral
"$TSLA recalls 2,700 Model X cars. Stock dropping hard...",negative
"In Finland , insurance company Pohjola and the Finnish motorcyclist association have signed an agreement with the aim of improving motorcyclists ' traffic safety .",positive
"Tikkurila , a division of Kemira group , controls about 23 % of the Russian market in its field and owns St. Petersburg paint producer TEX. .",neutral
The Department Store Division reported an increase in sales of 4 per cent .,positive
"In the Baltic countries , Atria 's target is organic growth .",neutral
Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,positive
The Group 's revenue in 2008 amounted to EUR 94 million and the company currently employs approximately 730 people .,neutral
The board of directors also proposed that a dividend of EUR0 .20 per outstanding share be paid .,neutral
$EA points to the two Facebook games and accuses $ZNGA of copyright infringement. http://stks.co/g3A1,negative
"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",positive
Otherwise the situation is under control .,neutral
Juniper tumbles on Q1 warning; Cisco also lower $JNPR $CSCO https://t.co/bGvIntk43h,negative
"In beers , Olvi retained its market position .",neutral
"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",negative
"According to latest information , Benefon will launch its Twig device on 20 September 2006 .",neutral
"Exports accounted for 65.4 % of net sales , representing an all time record for the company .",positive
"According to Nordic financial group Nordea 's analyst Sami Sarkamies , this makes Nokia 's portfolio competitive again .",positive
"The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses .",neutral
Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems .,neutral
"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden .",positive
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",neutral
"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",positive
"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .",neutral
Doubts grow over GlaxoSmithKline's $6 bln capital return plan,negative
Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .,neutral
"128,538 shares can still be subscribed for with Series E share options , max .",neutral
"Comptel Corporation Sami Ervio President and CEO , Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .",neutral
"Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 .",positive
Absolut Bank is exploring the possibility of further borrowing .,neutral
$NKE gapping up to all time highs http://stks.co/q1jAu #tradeideas http://stks.co/r1j6c,positive
The value of the order is around EUR 100 million .,neutral
"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .",positive
"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",negative
Berkshire Hathaway names Kara Raiguel to lead General Re unit,neutral
"SRV will raise its holding in the company so that by the summer of 2008 , it will have a majority .",positive
"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",positive
"Kesko offers Hilton to open a hotel on Kalinisky prospect in a 18,000-square metres building because of these difficulties .",neutral
As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .,neutral
The air traffic of Finland has been in stoppage since then .,neutral
The new B shares carry the right to dividend and other shareholder rights with effect from today .,neutral
Also the traditional grapevine carries a lot of weight .,neutral
"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .",neutral
"Rautakesko 's business operations in Norway and Russia , acquired in July 2005 , are included in the figures of the comparable period , impacting sales growth starting from August .",neutral
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",positive
The company says the measures are no longer needed .,neutral
The reduction notice applied to 17 people .,neutral
"The OMX Helsinki index was 0.33 pct lower at 9,364.80 , while the OMX Helsinki CAP portfolio index was down 0.34 pct at 5,029.25 .",negative
BM4 middle layer headbox will be equipped with a dilution control system .,neutral
"Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 m to EUR5 .0 m , and operating profit (EBIT)is estimated to be positive .",positive
$FTI Breakout today after reporting earnings last night,positive
"In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million .",positive
"Therefore , the company 's 2005 result will remain weaker than that of 2004 .",negative
"However , Simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than 40 countries , Orion added .",positive
Relief for Lewis as Tesco sees sales grow for first time in a year,positive
$TSPT  long 8.00,positive
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,neutral
Honkarakenne Oyj - a world-leading manufacturer of genuine wooden homes - will be sponsoring Finnish crosscountry skier Virpi Kuitunen for the next three years .,neutral
The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .,positive
EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes .,neutral
Ruukki Group calculates that it has lost EUR 4mn in the failed project .,neutral
$FB Big Money Is Pouring Into Facebook From All Directions;http://stks.co/sOwG,positive
SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) .,positive
"In 2006 , TeliaSonera net sales were SEK 91 bn , EBITDA was SEK 32.266 bn , net income was SEK 19.28 bn .",neutral
"Uponor made an operating profit of EUR 151.0 mn , up from EUR 143.7 mn , which made 2007 a record year .",positive
Tekla Structures 16 is ` all about you and your team ' and compatible with the Windows 7 operating system .,neutral
"Country : , Finland Sector : Construction-Real Estate Target : Pohjolan Design-Talo Oy Buyer : CapMan Oyj Vendor : Ruukki Group Oyj Deal size in USD : 102.6 m Type : Divestment Status : Agreed",neutral
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , has a plant near Warsaw , in Poland , that makes flexible packaging .",neutral
"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",neutral
"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",neutral
"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",neutral
"Nokia OYJ 's production site at Bochum , Germany , posted profit before interest of 134 mln eur for 2007 , Capital reported in an excerpt of an article to be released tomorrow , citing internal documents .",neutral
"Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .",negative
The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million .,neutral
$WYNN big bounce,positive
"The Polish business employs about 1,000 people , and it had net sales of about EUR 70mn in 2007 .",neutral
"Royal Mail, Johnson Matthey lead FTSE lower",negative
Morrisons faces festive sales test,negative
"Dirk Jones , head of Financial Institutions Client Sales Management , GTS , Citigroup , Inc , said , ` Citi is extremely pleased to be providing global custody services to Pohjola Group Bank .",positive
"FDA approves NPS drug, in move validating Shire takeover deal",positive
20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,positive
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",negative
"Department store sales improved by 14 % to EUR 1,070.6 mn .",positive
"The executive said that countries such as Brazil , Chile , Argentina and Mexico will lead the adoption in the business Ethernet services segment , while Brazil and Mexico will be the early adopters of carrier Ethernet for mobile backhaul .",neutral
Marketing will use Tikkurila 's existing infra structure and local knowledge in Russia .,neutral
$TWTR The best scenario going forward is this stock slowly falling everyday....Which is quite probable...,negative
"Baird likes $TSLA - upgrades to outperform, lifts price target to $300. Research firm also sees no capital raise necessary in next few qtrs",positive
"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .",positive
$FB watching for bounce tomorrow,positive
"In addition , the company is considering the start of production in Russia .",neutral
NetCom expects to complete Turbo 3G deployment in these areas this year .,neutral
J+Ã±rvi-Suomen Portti is also planning to reduce the use of sodium nitrite .,neutral
"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",negative
"The company will publish its financial statement for 2008 on February 25 , 2009 .",neutral
"The share sale , to foreign and Finnish investors , is expected to raise some euro300 million ( US$ 380 million ) .",neutral
$SPY http://stks.co/1MiR We're holding above Wednesday and Thursday closes. I'm leaning bullish. Small postions. Waiting.,positive
"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",negative
"The handset also features a Media Bar for quick access to favorite media and applications , including music , photos , YouTube or Ovi Share .",neutral
Finnish Honkarakenne that specialises in the building of log houses is planning to use pine from Russian Karelia .,neutral
Among the biggest Christmas sellers were a  35 satin bow shift dress styled on outfits worn by Victoria Beckham and a  75 Paris Hilton Prom dress .,neutral
Below are unaudited consolidated results for Aspocomp Group under IFRS reporting standards .,neutral
"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .",neutral
$RAD All my charts are flashing oversold.,neutral
$FB gettin in the buy zone soon ;),positive
The order was valued at over EUR15m .,neutral
"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier .",neutral
Windows 10 is awful why did it force an upgrade on my pc without my consent? #windows #Microsoft $msft,negative
"Finnish forest machinery and equipment maker Ponsse Oyj said on October 5 , 2007 it will deliver a total of 67 cut-to-length method forest machines and 44 harvester heads to Brazilian paper maker Bahia Pulp and to unnamed Uruguayan wood harvesting contractors .",positive
"Finnish software company QPR Software Plc ( OMX Helsinki : QPR1V ) reported on Thursday ( 23 October ) an operating profit of EUR63 ,000 on net sales of EUR1 .5 m for the third quarter 2008 .",neutral
"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",positive
An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,neutral
"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",negative
"$ZSL looking very weak, could be a good short setup.",negative
"The RME from Telcontar enables the handset to calculate the best route and includes support for user-defined routes , feature navigability and multi-modal routing such as via foot and ferry .",neutral
Calls to the switchboard and directory services have decreased significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .,neutral
"AP: Caterpillar posts 60 percent jump in 4Q profit on steep global sales increase, tops Wall St. view > $CAT",positive
Insurance policies should be simple .,neutral
Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,neutral
"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",negative
$SPY weak close,negative
Compass Group says positive for year ahead,positive
UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,neutral
It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .,positive
"Janno Reiljan , a member of the Eesti Energia supervisory board , said the owners of Narva Power Grid had informed Eesti Energia about their wish to sell .",neutral
"The antibody , administered at repeated doses of up to 8 mg-kg , was generally well tolerated , and the pharmacokinetic characteristics of BTT-1023 in psoriasis patients were consistent with those observed in a previously completed study in rheumatoid arthritis RA patients .",neutral
"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",neutral
"According to Honka Japan 's Managing Director Marko Saarelainen , Honkarakenne exports about 200 ready made log houses to Japan a year .",neutral
"Below are consolidated , unaudited results for Amanda Capital under IFRS reporting standards .",neutral
The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,neutral
"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period .",neutral
The result before taxes was a loss of 25.0 million euros .,neutral
BHP Billiton drags FTSE lower after slashing dividend,negative
"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees .",neutral
"It is a member of the OneWorld alliance , which includes American Airlines and British Airways .",neutral
"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .",neutral
"Following the acquisition , Relacom will strengthen its presence in Finland , serving operators and office market with mobile and fixed networks construction , installation and maintenance services .",positive
